SGB ID	Species label	NCBI taxID	Alternative species labels	Alternative NCBI taxIDs
SGB8482	Herbinix_luporum	1679721		
SGB8487	Dethiosulfatibacter_aminovorans	332095		
SGB8457	Chlorobaculum_limnaeum	274537		
SGB8505	Ferrithrix_thermotolerans	209649		
SGB8497	Dethiosulfovibrio_peptidovorans	47055		
SGB8475	Pseudoclostridium_thermosuccinogenes	84032		
SGB8509	Acidimicrobium_ferrooxidans	53635		
SGB8484	Lutispora_thermophila	288966		
SGB8428	Desulfallas_arcticus	341036		
SGB8485	Peptoclostridium_litorale	1557		
SGB8452	Chlorobium_limicola	1092		
SGB8503	Actinobacteria_bacterium_IMCC26256	1650658		
SGB8504	Ferrimicrobium_acidiphilum	121039		
SGB8412	Pelotomaculum_thermopropionicum	110500		
SGB8526	Candidatus_Arthromitus_sp_SFB_mouse	49118	Candidatus_Arthromitus_sp_SFB_1,Candidatus_Arthromitus_sp_SFB_2,Candidatus_Arthromitus_sp_SFB_3,Candidatus_Arthromitus_sp_SFB_4,Candidatus_Arthromitus_sp_SFB_5,Candidatus_Arthromitus_sp_SFB_co,Candidatus_Arthromitus_sp_SFB_mouse_SU,Candidatus_Arthromitus_sp_SFB_mouse_NL	1054942,1054943,1054944,1054945,1054946,1054947,1109438,1508644
SGB8498	Dethiosulfovibrio_salsuginis	561720		
SGB8527	Candidatus_Arthromitus_sp_SFB_rat_Yit	1041504		
SGB8522	Natranaerobius_thermophilus	375929		
SGB8521	Sulfobacillus_thermosulfidooxidans	28034		
SGB8518	endosymbiont_TC1_of_Trimyema_compressum	243899		
SGB8508	Acidothermus_cellulolyticus	28049		
SGB8478	Hungateiclostridium_mesophilum	2487273	Clostridium_sp_Bc_iso_3	1848158
SGB8506	Acidithrix_ferrooxidans	1280514		
SGB8539	Clostridium_cylindrosporum	1495		
SGB8534	Thermobrachium_celere	53422		
SGB8479	Hungateiclostridium_clariflavum	288965		
SGB8519	Desulfonispora_thiosulfatigenes	83661		
SGB8528	Candidatus_Arthromitus_sp_SFB_turkey	1840217		
SGB8517	Effusibacillus_lacus	1348429		
SGB8529	Clostridium_homopropionicum	36844		
SGB8533	Clostridium_sp_PYR_10	2487743	Clostridium_sp_USBA_49	1881060
SGB8537	Caloramator_mitchellensis	908809		
SGB8536	Caloramator_australicus	515264		
SGB8535	Caloramator_proteoclasticus	53342	Caloramator_sp_ALD01	1031288
SGB8531	Clostridium_grantii	40575		
SGB8553	Thermosediminibacter_oceani	291990		
SGB8524	Desulfuribacillus_alkaliarsenatis	766136		
SGB8543	Caldicellulosiruptor_obsidiansis	717609		
SGB8550	Dictyoglomus_turgidum	513050		
SGB8538	Caloramator_quimbayensis	1147123		
SGB8549	Dictyoglomus_thermophilum	14		
SGB8554	Thermovenabulum_gondwanense	520767		
SGB8546	Caldicellulosiruptor_bescii	31899	Caldicellulosiruptor_kronotskyensis	413889
SGB8551	Fervidicola_ferrireducens	520764		
SGB8514	Tumebacillus_avium	1903704		
SGB8544	Caldicellulosiruptor_owensensis	55205		
SGB8556	Thermoanaerobacterium_thermosaccharolyticum	1517	Thermohydrogenium_kirishiense	937254
SGB8454	Pelodictyon_phaeoclathratiforme	34090		
SGB8555	Coprothermobacter_proteolyticus	35786		
SGB8569	Halothermothrix_orenii	31909		
SGB8547	Caldicellulosiruptor_hydrothermalis	413888		
SGB8579	Halanaerobium_hydrogeniformans	656519		
SGB8530	Proteiniborus_ethanoligenes	415015		
SGB8563_group	Thermoanaerobacter_thermohydrosulfuricus	1516	Thermoanaerobacter_ethanolicus,Thermoanaerobacter_thermocopriae,Thermoanaerobacter_sp_X514,Thermoanaerobacter_pseudethanolicus,Thermoanaerobacter_wiegelii,Thermoanaerobacter_sp_X513,Thermoanaerobacter_brockii,Thermoanaerobacter_sp_X561,Thermoanaerobacter_siderophilus,Thermoanaerobacter_indiensis,Thermoanaerobacter_italicus,Thermoanaerobacter_mathranii,Thermoanaerobacter_sp_YS13,Thermoanaerobacter_uzonensis	1757,29350,399726,496866,46354,573062,29323,588857,106578,1125974,108150,583357,1511746,447593
SGB8515	Tumebacillus_algifaecis	1214604		
SGB8603	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8574	Halanaerobium_congolense	54121		
SGB8559	Thermoanaerobacterium_sp_RBIITD	1550240		
SGB8565	Caldanaerobius_fijiensis	456330		
SGB8520	Sulfobacillus_acidophilus	53633		
SGB8576	Halanaerobium_saccharolyticum	43595		
SGB8580	Candidatus_Frackibacter_sp_WG11	2017976	Candidatus_Frackibacter_sp_WG12,Candidatus_Frackibacter_sp_WG13	2017977,2017978
SGB8552	Caldanaerovirga_acetigignens	447595		
SGB8594	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8525	Desulfuribacillus_stibiiarsenatis	1390249		
SGB8581	Selenihalanaerobacter_shriftii	142842		
SGB8523	Natranaerobius_trueperi	759412		
SGB8532	Fervidicella_metallireducens	655338		
SGB8560	Caldanaerobacter_subterraneus	911092		
SGB8589	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8564	Thermoanaerobacter_kivui	2325		
SGB8593	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8548	Caldicellulosiruptor_changbaiensis	1222016	Caldicellulosiruptor_saccharolyticus,Caldicellulosiruptor_sp_F32	44001,1214564
SGB8545	Caldicellulosiruptor_acetigenus	301953	Caldicellulosiruptor_kristjanssonii,Caldicellulosiruptor_lactoaceticus	52765,52766
SGB8486	Peptoclostridium_acidaminophilum	1731		
SGB8617	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8583	Orenia_metallireducens	1413210		
SGB8585	Halobacteroides_halobius	42422		
SGB8609	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8577	Halanaerobium_praevalens	2331		
SGB8590	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8597	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8570	Firmicutes_bacterium	1879010	Sporanaerobacter_sp_JN28,Sporanaerobacter_sp_PP17_6a	2507161,1891289
SGB8572	Oxobacter_pfennigii	36849		
SGB8641	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8584	Orenia_metallireducens	1413210		
SGB8651	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8608	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8582	Acetohalobium_arabaticum	28187		
SGB8598	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8595	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8642	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8619	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8629	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8625	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8578	Halanaerobium_salsuginis	29563		
SGB8632	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8653	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8645	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8624	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8644	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8516	Tumebacillus_flagellatus	1157490		
SGB8646	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8671	Alphaproteobacteria_bacterium	1913988		
SGB8666	Desulfurispirillum_indicum	936456		
SGB8601	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8711	Candidatus_Acetothermia_bacterium	2053493		
SGB8661	Denitrovibrio_acetiphilus	118000		
SGB8743	Methylacidiphilum_kamchatkense	431057		
SGB8709	Candidatus_Riflebacteria_bacterium	2053586		
SGB8697	Cephaloticoccus_primus	1548207		
SGB8712	Firmicutes_bacterium	1879010		
SGB8700	Lacunisphaera_limnophila	1838286		
SGB8744	Methylacidiphilum_infernorum	511746		
SGB8742	Methylacidiphilum_fumariolicum	591154		
SGB8772	Opitutales_bacterium	2026772		
SGB8767_group	Opitutales_bacterium	2026772		
SGB8698	Cephaloticoccus_capnophilus	1548208		
SGB8701	Opitutus_sp_GAS368	1882749		
SGB8733	Peptococcaceae_bacterium_SCADC1_2_3	1487582		
SGB8777	Opitutales_bacterium	2026772		
SGB8575	Halanaerobium_kushneri	56779	Halanaerobium_sp_ST460_2HS_T2	2183914
SGB8702	Opitutus_terrae	107709		
SGB8703	Geminisphaera_colitermitum	1148786	Opitutaceae_bacterium_TAV3,Opitutaceae_bacterium_TAV4	278958,278959
SGB8747	Candidatus_Xiphinematobacter_sp_Idaho_Grape	1704307		
SGB8707	Verrucomicrobia_bacterium	2026799		
SGB8806	Halodesulfovibrio_spirochaetisodalis	1560234		
SGB8704	Opitutaceae_bacterium_TAV1	278956	Opitutaceae_bacterium_TAV5	794903
SGB8805	Desulfovibrio_desulfuricans	876	Halodesulfovibrio_aestuarii	126333
SGB8771	Opitutales_bacterium	2026772		
SGB8678	Pedosphaera_parvula	1032527		
SGB8812	Desulfovibrio_hydrothermalis	191026		
SGB8807	Desulfovibrio_ferrireducens	246191		
SGB8776	Opitutales_bacterium	2026772		
SGB8816	Desulfoplanes_formicivorans	1592317		
SGB8770	Puniceicoccaceae_bacterium_Marseille_Q1082	2746921		
SGB8804	Halodesulfovibrio_marinisediminis	458711		
SGB8705	Opitutaceae_bacterium_TSB47	1184151		
SGB8708	Verrucomicrobia_bacterium_IMCC26134	1637999		
SGB8837	Pelobacter_acetylenicus	29542		
SGB8820	Desulfovibrio_bizertensis	376490		
SGB8822	Desulfopila_aestuarii	231440		
SGB8808	Desulfovibrio_gilichinskyi	1519643		
SGB8815	Desulfohalobium_retbaense	45663		
SGB8828	Desulfocapsa_sulfexigens	65555		
SGB8821	Desulforhopalus_singaporensis	91360		
SGB8795	Terrimicrobium_sacchariphilum	690879		
SGB8832	Desulfobulbus_propionicus	894		
SGB8819	Pseudodesulfovibrio_piezophilus	879567		
SGB8827	Desulfotalea_psychrophila	84980		
SGB8817	Desulfonatronospira_thiodismutans	488939		
SGB8841	Malonomonas_rubra	57040		
SGB8845	Geothermobacter_sp_EPR_M	1969733		
SGB8810	Desulfovibrio_salexigens	880		
SGB8557_group	Thermoanaerobacterium_aotearoense	47490	Thermoanaerobacterium_saccharolyticum,Thermoanaerobacterium_xylanolyticum,Thermoanaerobacterium_sp_PSU_2	28896,29329,1930849
SGB8838	Pelobacter_carbinolicus	19		
SGB8813	Desulfonatronum_thiosulfatophilum	617002		
SGB8847	Desulfuromonas_soudanensis	1603606		
SGB8872	Geobacter_anodireducens	1340425	Geobacter_soli	1510391
SGB8862	Pelobacter_propionicus	29543		
SGB8870	Geobacter_bremensis	60035	Geobacter_pelophilus	60036
SGB8616	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8868	Geobacter_bemidjiensis	225194	Geobacter_bremensis	60035
SGB8844	Geoalkalibacter_ferrihydriticus	392333		
SGB8846	Geothermobacter_sp_HR_1	654845		
SGB8858	Geobacter_thiogenes	115783		
SGB8869	Geobacter_sp_M21	443144		
SGB8857	Geobacter_lovleyi	313985		
SGB8874	Geobacter_metallireducens	28232		
SGB8879	Desulfarculus_baarsii	453230		
SGB8867	Geobacter_daltonii	1203471	Geobacter_toluenoxydans	421624
SGB8883	Dehalogenimonas_lykanthroporepellens	552810		
SGB8818	Pseudodesulfovibrio_profundus	57320		
SGB8839	Pelobacter_sp_SFB93	1842532		
SGB8873	Geobacter_sulfurreducens	35554		
SGB8933	Dichelobacter_nodosus	870		
SGB8905	Thermoanaerobaculum_aquaticum	1312852		
SGB8831	Desulfobulbus_oralis	1986146	Desulfobulbus_sp_oral_taxon_041	712258
SGB8877	Geobacter_sp_DSM_9736	1277350		
SGB8887	Desulfurivibrio_alkaliphilus	427923		
SGB8886	Kiritimatiella_glycovorans	1307763		
SGB8875	Geobacter_pickeringii	345632		
SGB8656	Candidatus_Gastranaerophilales_bacterium	2137880		
SGB8876	Geobacter_sp_OR_1	1266765		
SGB8871	Geobacter_sp_M18	443143		
SGB8913	Flexistipes_sinusarabici	2352		
SGB8882	Geoalkalibacter_subterraneus	483547		
SGB8911	Desulfobacca_acetoxidans	60893		
SGB8866	Geobacter_uraniireducens	351604		
SGB8881	Desulfovibrio_alaskensis	58180		
SGB8769	Opitutales_bacterium	2026772		
SGB8884	Syntrophobacter_fumaroxidans	119484		
SGB8880	Desulfocarbo_indianensis	1348163		
SGB8932	Desulfococcus_multivorans	897		
SGB8848	Desulfuromonas_sp_DDH964	1823759		
SGB8885	Desulfofustis_glycolicus	51195		
SGB8903	Desulfoluna_spongiiphila	419481		
SGB8942	Desulfobacter_postgatei	2293		
SGB8939	Desulfacinum_hydrothermale	109258		
SGB8957	Syntrophus_aciditrophicus	316277		
SGB8938	Desulfacinum_infernum	35837		
SGB8958	Syntrophus_gentianae	43775		
SGB8941	Desulfococcus_oleovorans	181663		
SGB8995	Leptospirillum_ferrooxidans	180		
SGB8975	Smithella_sp_ME_1	1380771		
SGB8928	delta_proteobacterium_NaphS2	88274		
SGB8946	Desulfobacterium_vacuolatum	2298		
SGB8936	Desulfatibacillum_aliphaticivorans	218208	Desulfatibacillum_alkenivorans	259354
SGB8944	Desulfobacula_phenolica	90732	Desulfobacula_toluolica	28223
SGB8943	Desulfotignum_balticum	115781	Desulfotignum_phosphitoxidans	190898
SGB8682	Prosthecobacter_debontii	48467		
SGB8994	Leptospirillum_ferriphilum	178606		
SGB8945	Desulfobacterium_autotrophicum	2296		
SGB9028	Nitrospira_sp_SCGC_AG_212_E16	1799664		
SGB8993	Leptospirillum_ferriphilum	178606	Leptospirillum_sp_Group_II_CF_1	1660083
SGB8826	Candidatus_Magnetomorum_sp_HK_1	1509431		
SGB9009	Acidobacterium_capsulatum	33075		
SGB9002	Granulicella_rosea	474952		
SGB9001	Granulicella_tundricola	940615		
SGB8999	Terriglobus_saanensis	870903		
SGB8998	Terriglobus_roseus	392734		
SGB9017	Nitrospira_defluvii	330214		
SGB9022	Candidatus_Nitrospira_nitrosa	1742972		
SGB8947	Desulfamplus_magnetovallimortis	1246637		
SGB9016	Nitrospira_sp_ND1	1658518		
SGB9033	Nitrospira_moscoviensis	42253		
SGB9035	Nitrospira_japonica	1325564		
SGB8937	Desulfatibacillum_alkenivorans	259354		
SGB9055	Kiloniella_litopenaei	1549748		
SGB9006	Bryocella_elongata	863522		
SGB9039	Nitrospirae_bacterium_HCH_1	1748249		
SGB8997	Terriglobus_roseus	392734		
SGB9057	Hirschia_baltica	2724		
SGB9048	Magnetofaba_australis	1472297		
SGB9121	gamma_proteobacterium_HTCC2207	314287		
SGB9082	Pseudohongiella_spirulinae	1249552		
SGB9100	Kangiella_geojedonensis	914150		
SGB9067	Limnobacter_sp_MED105	391597		
SGB9101	Kangiella_sediminilitoris	1144748		
SGB9047	Magnetococcus_marinus	1124597		
SGB9098	Kangiella_koreensis	261964		
SGB9122	Gammaproteobacteria_bacterium_MOLA455	1411685		
SGB9018	Candidatus_Nitrospira_nitrificans	1742973		
SGB9056	Kiloniella_spongiae	1489064		
SGB9110	Porticoccus_hydrocarbonoclasticus	1073414		
SGB9005	Granulicella_mallensis	940614		
SGB9099	Kangiella_profundi	1561924		
SGB9137	Thiomicrospira_sp_ALE5	748650		
SGB9143	Thiomicrospira_sp_XS5	1775636		
SGB9153	Lentisphaeria_bacterium	2053569		
SGB9128	Halieaceae_bacterium_IMCC3088	2518989		
SGB9136	Thiomicrospira_aerophila	92245		
SGB9144	Hydrogenovibrio_marinus	28885		
SGB9142	Hydrogenovibrio_crunogenus	39765		
SGB8972	Smithella_sp_D17	1538639	Smithella_sp_SC_K08D17	1487949
SGB9138	Thiomicrospira_cyclica	147268		
SGB8976	Smithella_sp_F21	1538640		
SGB9010	Candidatus_Koribacter_versatilis	658062		
SGB9152	Lewinella_marina	438751		
SGB9013	Candidatus_Solibacter_usitatus	332163		
SGB9192	Lentisphaeria_bacterium	2053569		
SGB9141	Hydrogenovibrio_sp_SC_1	2065820		
SGB9149	Lewinella_sp_4G2	1803372		
SGB9145	Thiomicrospira_sp_WB1	1685380		
SGB9199	Lentisphaeria_bacterium	2053569		
SGB9193	Lentisphaeria_bacterium	2053569	Victivallis_sp_Marseille_Q1083	2717288
SGB9169	Coraliomargarita_akajimensis	395922		
SGB9172	Halarsenatibacter_silvermanii	321763		
SGB9171	Rubritalea_squalenifaciens	407226		
SGB9204	Lentisphaeria_bacterium	2053569		
SGB9062	Betaproteobacteria_bacterium_MOLA814	1408164		
SGB9154	Lentisphaera_araneosa	256847		
SGB9150	Lewinella_agarilytica	478744		
SGB9185	Caldithrix_abyssi	187145		
SGB9003	Granulicella_pectinivorans	474950		
SGB9151	Lewinellaceae_bacterium_SD302	2014804		
SGB9228	Akkermansia_muciniphila	239935		
SGB9202	Victivallis_vadensis	172901		
SGB9208	Lentisphaeria_bacterium	2053569		
SGB9220	Akkermansia_glycaniphila	1679444		
SGB9226	Akkermansia_muciniphila	239935		
SGB9209	Lentisphaeria_bacterium	2053569		
SGB9223	Akkermansia_sp_BIOML_A40	2584596	Akkermansia_sp_aa_0143,Akkermansia_sp_BIOML_A66,Akkermansia_sp_BIOML_A63,Akkermansia_sp_BIOML_A61,Akkermansia_sp_BIOML_A60,Akkermansia_sp_BIOML_A54,Akkermansia_sp_BIOML_A41	2478952,2584622,2584619,2584617,2584616,2584610,2584597
SGB9205	Lentisphaeria_bacterium	2053569		
SGB9207	Lentisphaeria_bacterium	2053569		
SGB9265	Parasutterella_sp_NM82_D38	2565572		
SGB9262	Parasutterella_excrementihominis	487175	Burkholderiales_bacterium_1_1_47,Burkholderiales_bacterium	469610,1891238
SGB9280	Sutterella_sp_AM11_39	2292075		
SGB9258_group	Turicimonas_muris	1796652	Burkholderiales_bacterium_YL45	1834205
SGB9283	Sutterella_wadsworthensis	40545		
SGB9210	Lentisphaeria_bacterium	2053569		
SGB9323	Alphaproteobacteria_bacterium	1913988		
SGB9224	Akkermansia_sp_KLE1605	1131336	Akkermansia_sp_KLE1797,Akkermansia_sp_KLE1798	1574264,1574265
SGB9272_group	Mesosutterella_multiformis	2259133	Dakarella_massiliensis	1506471
SGB9273	Duodenibacillus_massiliensis	1852381		
SGB9311	Alphaproteobacteria_bacterium	1913988		
SGB9286	Sutterella_wadsworthensis	40545	Sutterella_sp_KLE1602	1574262
SGB9322	Alphaproteobacteria_bacterium	1913988		
SGB9307	Alphaproteobacteria_bacterium	1913988		
SGB9197	Lentisphaeria_bacterium	2053569		
SGB9320	Alphaproteobacteria_bacterium	1913988		
SGB9324	Alphaproteobacteria_bacterium	1913988		
SGB9292	Sutterella_parvirubra	437898		
SGB9305	Alphaproteobacteria_bacterium	1913988		
SGB9313	Alphaproteobacteria_bacterium	1913988		
SGB9080	Pseudohongiella_acticola	1524254		
SGB9343	Alphaproteobacteria_bacterium	1913988		
SGB9294	Sutterella_megalosphaeroides	2494234		
SGB9297_group	Sutterella_seckii	1944635	Sutterella_faecalis	2584944
SGB9369	Candidatus_Rickettsiella_isopodorum	1225476		
SGB9345	Alphaproteobacteria_bacterium	1913988		
SGB9203	Lentisphaeria_bacterium	2053569	Victivallales_bacterium_CCUG_44730,Victivallaceae_bacterium_BBE_744_WT_12	2094242,2606640
SGB9344	Alphaproteobacteria_bacterium	1913988		
SGB9368	Rickettsiella_grylli	59196		
SGB9381	Sulfurivirga_caldicuralii	364032		
SGB9330	Alphaproteobacteria_bacterium	1913988		
SGB9442	Neisseria_weaveri	28091		
SGB9367	Xylella_taiwanensis	1444770		
SGB9379	Halothiobacillus_sp_LS2	1860122		
SGB9377	Halothiobacillus_neapolitanus	927		
SGB9406	Ferriphaselus_amnicola	1188319		
SGB9437	Kingella_denitrificans	502		
SGB9351	Woeseia_oceani	1548547		
SGB9429	Eikenella_exigua	2528037	Eikenella_sp_NML01_A_086,Eikenella_sp_NML03_A_027,Eikenella_sp_NML070372,Eikenella_sp_NML080894,Eikenella_sp_NML120348,Eikenella_sp_NML96_A_049,Eikenella_sp_NML97_A_109,Eikenella_sp_NML99_0057,Helicobacter_pametensis	1795826,1795828,1795829,1795830,1795831,1809061,1795833,1795834,95149
SGB9447	Neisseria_elongata	495	Neisseria_sp_HMSC31F04	1581075
SGB9395	Herminiimonas_arsenicoxydans	204773		
SGB9402	Rugosibacter_aromaticivorans	1565605		
SGB9387	Oxalobacter_formigenes	847		
SGB9418	Cardiobacterium_hominis	2718		
SGB9460	Neisseria_cinerea	483	Neisseria_sp_RH3002v2f	1871108
SGB9404	Sideroxydans_lithotrophicus	63745		
SGB9439	Neisseria_wadsworthii	607711		
SGB9392	Oxalobacter_formigenes	847		
SGB9440	Neisseria_sp_83E34	1692264		
SGB9436	Eikenella_sp_NML02_A_017	1795827		
SGB9397	Janthinobacterium_sp_Marseille	375286		
SGB9366	Xylella_fastidiosa	2371		
SGB9422	Kingella_oralis	505		
SGB9446	Neisseria_shayeganii	607712		
SGB9426	Neisseria_bacilliformis	267212		
SGB9427	Neisseria_sp_KEM232	655307	Neisseria_sp_oral_taxon_020	712401
SGB9463	Neisseria_sp_oral_taxon_014	641148		
SGB9474	Simonsiella_muelleri	72		
SGB9468	Neisseria_sp_N177_16	2056175	Neisseria_sp_N95_16	2024408
SGB9467_group	Neisseria_sicca	490	Neisseria_macacae,Neisseria_sp_GT4A_CT1,Neisseria_sp_HMSC077D05,Neisseria_sp_HMSC074B07,Neisseria_sp_HMSC065D04,Neisseria_sp_HMSC70E02,Neisseria_sp_HMSC064E01	496,665946,1715079,1715205,1739542,1608896,1715052
SGB9412	Gallionella_capsiferriformans	370405		
SGB9469	Neisseria_sp_10009	1853277	Neisseria_sp_10022,Neisseria_sp_10011	1853276,1853280
SGB9472	Neisseria_arctica	1470200		
SGB9430	Eikenella_sp_NML130454	1795832		
SGB9398	Oxalobacteraceae_bacterium_IMCC9480	937450		
SGB9477	Alysiella_filiformis	194196		
SGB9497	Snodgrassella_alvi	1196083		
SGB9443	Neisseria_zoodegmatis	326523		
SGB9416	Cardiobacterium_valvarum	194702		
SGB9511	Candidatus_Kinetoplastibacterium_desouzaii	994692		
SGB9492	Snodgrassella_alvi	1196083	Snodgrassella_sp_ESL0324,Snodgrassella_sp_ESL0304,Snodgrassella_sp_ESL0323	2705033,2705032,2705034
SGB9470	Neisseria_dentiae	194197		
SGB9445	Neisseria_animaloris	326522		
SGB9508	Candidatus_Kinetoplastibacterium_oncopeltii	994696		
SGB9475	Kingella_kingae	504		
SGB9304	Alphaproteobacteria_bacterium	1913988		
SGB9485	Methylobacillus_rhizosphaerae	551994		
SGB9482	Methylophilus_rhizosphaerae	492660		
SGB9484	Methylobacillus_flagellatus	405		
SGB9489	Methylovorus_sp_MM2	1848038		
SGB9510	Candidatus_Kinetoplastibacterium_crithidii	33056		
SGB9434	Eikenella_corrodens	539	Eikenella_sp_HMSC061C02,Eikenella_sp_HMSC071B05,Eikenella_sp_HMSC073A11	1715021,1739300,1739535
SGB9496	Snodgrassella_alvi	1196083	Snodgrassella_sp_ESL0253	2705031
SGB9479	Methylophilus_sp_TWE2	1662285		
SGB9476	Kingella_negevensis	1522312		
SGB9503	Ferrovum_sp_PN_J185	1356306		
SGB9509	Candidatus_Kinetoplastibacterium_galatii	994695		
SGB9471	Neisseria_chenwenguii	1853278		
SGB9461	Neisseria_meningitidis	487	Neisseria_gonorrhoeae,Neisseria_bergeri,Neisseria_polysaccharea,Neisseria_sp_HMSC070F02,Neisseria_mucosa,Neisseria_sicca,Neisseria_elongata,Psychrobacter_immobilis,Neisseria_animalis,Neisseria_macacae,Bergeriella_denitrificans,Neisseria_canis	485,1906581,489,1739463,488,490,495,498,492,496,494,493
SGB9514	Basilea_psittacipulmonis	1472345		
SGB9512	Taylorella_equigenitalis	29575		
SGB9504	Ferrovum_myxofaciens	416213	Ferrovum_sp_Z_31	1789004
SGB9483	Methylovorus_glucosotrophus	266009	Methylovorus_sp_MP688	887061
SGB9495	Snodgrassella_alvi	1196083		
SGB9444	Neisseria_dumasiana	1931275	Neisseria_sp_74A18	1696094
SGB9491	Snodgrassella_alvi	1196083		
SGB9507	Candidatus_Kinetoplastibacterium_blastocrithidii	233181		
SGB9488	Methylobacillus_sp_MM3	1848039		
SGB9502	Ferrovum_sp_JA12	1356299		
SGB9494	Snodgrassella_alvi	1196083	Snodgrassella_sp_R_53583	1798181
SGB9501	Chitinimonas_taiwanensis	240412		
SGB9465_group	Neisseria_sicca	490	Neisseria_mucosa,Morococcus_cerebrosus,Neisseria_sp_HMSC06F02,Neisseria_sp_HMSC03D10,Neisseria_sp_HMSC055H02,Neisseria_sp_HMSC067H09	488,1056807,1581124,1581049,1739411,1739458
SGB9544	Idiomarina_abyssalis	86102		
SGB9499	Iodobacter_sp_BJB302	1506510	Iodobacter_sp_HSC_16F04	2705247
SGB9399	Noviherbaspirillum_sp_Root189	1736487		
SGB9546	Idiomarina_baltica	190892		
SGB9551	Idiomarina_woesei	1381080		
SGB9481	Methylophilus_sp_Leaf414	1736371	Methylophilus_sp_Leaf416,Methylophilus_sp_Leaf459	1736373,1736383
SGB9515	Paenalcaligenes_hominis	643674		
SGB9543	Idiomarina_piscisalsi	1096243	Idiomarina_sp_X4,Idiomarina_sp_29L	2055892,2508877
SGB9505	Oligella_urethralis	90245	Oligella_sp_HMSC05A10,Oligella_sp_HMSC09E12	1581112,1581147
SGB9506	Pelistega_indica	1414851	Pelistega_sp_MC2	1720297
SGB9378	Halothiobacillus_sp_WRN_7	1781069	Halothiobacillus_sp_XI15	1766620
SGB9556	Idiomarina_salinarum	435908		
SGB9548	Idiomarina_sp_MD25a	1889913		
SGB9441	Neisseria_canis	493		
SGB9516	Candidatus_Glomeribacter_gigasporarum	132144		
SGB9549	Idiomarina_aquatica	1327752		
SGB9500	Chitinimonas_sp_BJB300	1559339		
SGB9498	Janthinobacterium_sp_B9_8	1236179		
SGB9559	Idiomarina_sp_A28L	1036674		
SGB9550	Idiomarina_aquimaris	641841		
SGB9557	Idiomarina_planktonica	1323738		
SGB9553	Idiomarina_maritima	519453	Idiomarina_tainanensis	502365
SGB9530	Ignavibacterium_album	591197		
SGB9554	Idiomarina_atlantica	1517416		
SGB9560	Alteromonas_stellipolaris	233316	Alteromonas_sp_Mac1,Alteromonas_sp_Mac2,Alteromonas_addita	1777491,1777492,287094
SGB9566	Alteromonas_marina	203795		
SGB9564	Alteromonas_abrolhosensis	1892904	Alteromonas_macleodii,Alteromonadaceae_bacterium_A_SAG7,Alteromonadaceae_bacterium_A_SAG6,Alteromonadaceae_bacterium_A_SAG3,Alteromonadaceae_bacterium_A_SAG4	28108,2719019,2719018,2719015,2719016
SGB9563	Alteromonas_mediterranea	314275		
SGB9542	Idiomarina_zobellii	86103	Idiomarina_piscisalsi	1096243
SGB9555	Idiomarina_xiamenensis	1207041		
SGB9552	Idiomarina_donghaiensis	519452		
SGB9567	Alteromonas_sp_V450	1912139		
SGB9568	Alteromonas_sp_ALT199	1298865		
SGB9570	Alteromonas_genovensis	471225		
SGB9569	Alteromonas_gracilis	1479524	Alteromonas_sp_TK_46_2,Alteromonas_sp_KUL150	1276890,2480805
SGB9513	Taylorella_asinigenitalis	84590		
SGB9592	Wohlfahrtiimonas_chitiniclastica	400946		
SGB9578	Lacimicrobium_alkaliphilum	1526571		
SGB9572	Alteromonas_confluentis	1656094		
SGB9577	Alteromonas_lipolytica	1856405		
SGB9571	Alteromonas_hispanica	315421	Alteromonas_sp_RW2A1,Alteromonas_sp_MB_3u_76	1917158,2058133
SGB9562	Alteromonas_australica	589873		
SGB9598	Candidatus_Symbiobacter_mobilis	1436290		
SGB9582	Glaciecola_sp_33A	2057807		
SGB9601	Neisseriaceae_bacterium_DSM_100970	2052837		
SGB9593	Wohlfahrtiimonas_sp_G9077	1980118		
